set_id,set_name,item_name,item_type,item_language,item_tags,item_description,item_code,generated_kcs
664e4c2d91363872f0ba3805,py_squares,Printing the Squares of Numbers Within a Specified Range (Case 2) ,challenge,PYTHON,,Construct a program to write out the squares of odd positive integers less than 10.,"#Step 1: Iterate through the numbers in the sequence
for num in range(1, 10, 2):
    #Step 1.1: Square and print each number in the sequence
    print(num, ""squared ="", num * num)","['For loop', 'Range function', 'Multiplication operation', 'Function call', 'String usage', 'Integer usage']"
664e4c2d91363872f0ba3805,py_squares,Printing the Squares of Numbers Within a Specified Range (Case 3) ,challenge,PYTHON,,"Construct a program to write out the squares of every number between 20 and 25, both inclusive.","#Step 1: Iterate through the numbers in the sequence
for num in range(20, 26):
    #Step 1.1: Square and print each number in the sequence
    print(num, ""squared ="", num * num)","['Range function', 'For loop', 'Multiplication operation', 'Print function', 'String usage', 'Integer usage']"
664e4c2591363872f0ba37f9,py_hot_dry,Determining the Weather Condition (Case 2),challenge,PYTHON,,Construct a program that determines whether it is either too hot or too dry (or both) based on the inputs that it receives from the user.,"#Step 1: Read the user input for determining whether it is too hot
text = input(""Enter 1 if it is too hot, otherwise enter 0:"")
input_num = int(text)
#Step 2: Determine whether it is too hot
if input_num == 1 :
    too_hot = True
else:
    too_hot = False
#Step 3: Read the user input for determining whether it is too dry
text = input(""Enter 1 if it is too dry, otherwise enter 0:"")
input_num = int(text)
#Step 4: Determine whether it is too dry
if input_num == 1 :
    too_dry = True
else:
    too_dry = False
#Step 5: Write the boolean expression to determine whether it is either too hot or too dry (or both)
result = too_hot or too_dry
#Step 6: Print the result
if result == True :
    print(""Yes! It is either too hot or too dry (or both)."")
else:
    print(""No! the weather condition 'too hot or too dry (or both)' is not met."")","['User input', 'Type conversion', 'If-else statement', 'Variable assignment', ""Boolean expression with 'or'"", 'Output printing', 'Equality comparison']"
664e4c2591363872f0ba37f9,py_hot_dry,Determining the Weather Condition (Case 3),challenge,PYTHON,,Construct a program that determines whether it is too hot but not too dry based on the inputs that it receives from the user.,"#Step 1: Read the user input for determining whether it is too hot
text = input(""Enter 1 if it is too hot, otherwise enter 0:"")
input_num = int(text)
#Step 2: Determine whether it is too hot
if input_num == 1 :
    too_hot = True
else:
    too_hot = False
#Step 3: Read the user input for determining whether it is too dry
text = input(""Enter 1 if it is too dry, otherwise enter 0:"")
input_num = int(text)
#Step 4: Determine whether it is too dry
if input_num == 1 :
    too_dry = True
else:
    too_dry = False
#Step 5: Write the boolean expression to determine whether it is too hot but not too dry
result = too_hot and not too_dry
#Step 6: Print the result
if result == True :
    print(""Yes! It is too hot but not too dry."")
else:
    print(""No! the weather condition 'too hot but not too dry' is not met."")","['User input', 'Type conversion', 'If-else statement', 'Boolean variable usage', 'Logical operators', 'Output printing', 'Variable assignment', 'Equality comparison']"
664e4c2591363872f0ba37f9,py_hot_dry,Determining the Weather Condition (Case 4),challenge,PYTHON,,Construct a program that determines whether it is either too hot or too dry but not both based on the inputs that it receives from the user.,"#Step 1: Read the user input for determining whether it is too hot
text = input(""Enter 1 if it is too hot, otherwise enter 0:"")
input_num = int(text)
#Step 2: Determine whether it is too hot
if input_num == 1 :
    too_hot = True
else:
    too_hot = False
#Step 3: Read the user input for determining whether it is too dry
text = input(""Enter 1 if it is too dry, otherwise enter 0:"")
input_num = int(text)
#Step 4: Determine whether it is too dry
if input_num == 1 :
    too_dry = True
else:
    too_dry = False
#Step 5: Write the boolean expression to determine whether it is either too hot or too dry but not both.
result1 = ( too_hot or too_dry ) and not ( too_hot and too_dry )
result2 = too_hot ^ too_dry
#Step 6: Print the result
if result1 == True :
    print(""Yes! it is either too hot or too dry but not both."")
else:
    print(""No! the weather condition 'too hot or too dry but not both' is not met."")","['User input', 'Type conversion', 'If-else statement', 'Boolean variable', 'Logical operators', 'Exclusive or (XOR) operation', 'Output printing', 'Variable assignment', 'Equality comparison']"
664e4c0191363872f0ba37e3,objects_classes_loan,The Class for Representing a Loan (Case 2),challenge,PYTHON,,"Construct a class that represents a loan. This class should contain data representing the interest rate, loan amount, and the length of loan period (in years); all of which could be accessed or changed only through the getter and setter methods. An instance of the class should be created by specifying annual interest rate, length of loan period, and loan amount.\nThe other methods of the this class should calculate the amount of monthly payments on the loan as well as the total payment.","#Step 1: Define the class
class Loan2 :
    #Step 1.1: Initialize the loan with the specified values 
    def __init__(self, annual_interest_rate, number_of_years, loan_amount) :
        self.__annual_interest_rate = annual_interest_rate
        self.__number_of_years = number_of_years
        self.__loan_amount = loan_amount
    #Step 1.2: Define the method that calculates the amount of monthly payments on the loan
    def get_monthly_payment(self) :
        monthly_interest_rate = self.__annual_interest_rate / 12
        monthly_payment = self.__loan_amount * monthly_interest_rate / (1 -
                (1 / (1 + monthly_interest_rate) ** (self.__number_of_years * 12) ))
        return monthly_payment    
    #Step 1.3: Define the method that calculates the amount of total payments on the loan
    def get_total_payment(self) :
        total_payment = self.get_monthly_payment() * self.__number_of_years * 12
        return total_payment
    #Step 1.4: Define the methods to get/set the properties of the loan
    def get_annual_interest_rate(self) :
        return self.__annual_interest_rate
    def set_annual_interest_rate(self, annual_interest_rate) :
        self.__annual_interest_rate = annual_interest_rate
    def get_number_of_years(self) :
        return self.__number_of_years
    def set_number_of_years(self, number_of_years) :
        self.__number_of_years = number_of_years
    def get_loan_amount(self) :
        return self.__loan_amount
    def set_loan_amount(self, loan_amount) :
        self.__loan_amount = loan_amount
#Step 2: Test the class
annual_interest_rate = float(input(""Enter the annual interest rate: ""))
number_of_years = int(input(""Enter the number of years for the loan period: ""))
loan_amount = (float(input(""Enter the loan amount: "")))
loan2 = Loan2(annual_interest_rate, number_of_years, loan_amount)
print(""The monthly payment for the loan is: {:.2f} "".format(loan2.get_monthly_payment()))
print(""The total payment for the loan is: {:.2f} "".format(loan2.get_total_payment()))","['Class definition', 'Constructor method', 'Private attribute usage', 'Getter and setter methods', 'Arithmetic operations', 'Method definition', 'Function call', 'Input function usage', 'String formatting', 'Variable assignment']"
664e4bae91363872f0ba37db,py_classes_inheritance,Person and Employee Inheritance Information,challenge,PYTHON,,Construct two classes: one represents a Person and another one represents an Employee that should be defined as Person's child class. The classes should define functions to display the employee's information,"# Step1: Define the class
class Person():
    #Step 1.1: Initialize the attributes of the Person class.
    def __init__(self, name, idnumber):
        self.name = name
        self.idnumber = idnumber
    # Step 1.2: Define the method to print the person's name and id
    def display(self):
        print(self.name)
        print(self.idnumber)
# Step2: Define a class that is Person's child class or subclass
class Employee(Person):
    # Step 2.1: Initialize the attributes of the Employee class.
    def __init__(self, name, idnumber, salary, post):
        self.salary = salary
        self.post = post
        Person.__init__(self, name, idnumber)
    # Step 1.2: Define the method to print the person's salary and post
    def info(self):
        print(self.salary)
        print(self.post)
a = Employee('Rahul', 886012, 200000, 'Intern')
a.display()
a.info()","['Class definition', 'Constructor method', 'Class inheritance', 'Superclass method call', 'Method definition', 'Print function', 'Object instantiation', 'Attribute access']"
664e4b6991363872f0ba37c8,py_search_binary_recursive,Recursive Binary Search,challenge,PYTHON,,"Construct a function that uses recursive binary search to find if a specific value is in a list (known as a ""key""). Recall: Binary search uses the ""Divide and Conquer"" strategy. Given a list of ordered integers, the key is searched by dividing the data list in half and only searching in the half that contains the key, and repeating the process until the key is found and the index of the key is returned. If the key is not found, -1 is returned.","# Step 1: Define the function
def binary_search(data, key, low, high):
    # Step 1.1: Set default values
    guess = (high + low) // 2
    # Step 1.2: Set terminating condition(s)
    if low >= high:
        return -1
    elif key == data[guess]:
        return data.index(key)
    # Step 1.3: Set recursion condition
    else:
        if (key < data[guess]):
            high = guess
        else:
            low = guess + 1
        return binary_search(data, key, low, high)
# Step 2: Test the function
List = [2,4,8,15,19,20,22,29,31,35,38]
key = 5
idx = binary_search(List, key, 0, len(List))
print(idx)","['Function definition', 'Function argument', 'Integer division', 'Comparison operators', 'Recursive function call', 'List indexing', 'Return statement', 'If-else statement', 'Variable assignment', 'Function call']"
664e47e391363872f0ba3785,py_trees_traversal,Tree traversal.,challenge,PYTHON,,"The tree can be traversed by deciding on a sequence to visit each node. There are three traversal algorithms: in-order traversal, pre-order traversal and post-order traversal.\n<b>In-order traversal</b> visits the nodes from the left, the root node and the right\n<b>Pre-order traversal</b> visits the nodes from the root node, the left and the right\n<b>Post-order traversal</b> visits the nodes from the left, the right and the root node.\nIn this challenge, we construct an post-order traversal algorithm. ","# Define a binary tree class
class BinaryTree:
    def __init__(self, root):
        self.left = None
        self.right = None
        self.key = root
    # Define the Insert Node function
    def insert(self, data):
        if self.key:
            if data < self.key:
                if self.left is None:
                    self.left = BinaryTree(data)
                else:
                    self.left.insert(data)
            elif data > self.key:
                if self.right is None:
                    self.right = BinaryTree(data)
                else:
                    self.right.insert(data)
        else:
            self.key = data
    # Define Post order traversal function
    def postorder_traversal(self, root):
        res = []
        if root:
            res = self.postorder_traversal(root.left)
            res = res + self.postorder_traversal(root.right)
            res.append(root.key)
        return res
root = BinaryTree(5)
root.insert(14)
root.insert(16)
root.insert(3)
root.insert(4)
root.insert(10)
print(root.postorder_traversal(root))","['Class definition', 'Constructor method', 'Conditional statement', 'Method definition', 'Recursion', 'List append operation', 'Comparison operation', 'Method call', 'Variable assignment', 'Return value']"
664e44db91363872f0ba3773,py_fail_course,Determining When a Student Fails a Course (Case 2),challenge,PYTHON,,Construct a program that determines whether a student fails the course based on the inputs that it receives from the instructor. The student fails the course if the exam score is less than 55 or when the student has cheated.,"#Step 1: Read the instructor inputs
text = input(""Enter the exam score:"")
exam_score = int(text)
text = input(""Enter 1 if the student has cheated, otherwise enter 0:"")
input_num = int(text)
#Step 2: Determine whether the student has cheated
if input_num == 1 :
    has_cheated = True
else:
    has_cheated = False
#Step 3: Write the boolean expression to determine whether the student fails the course
is_failing = exam_score < 55 or has_cheated
#Step 4: Print the result
if is_failing == True :
    print(""Yes! The student fails the course."")
else:
    print(""No! The student does not fail the course."")","['Input function', 'Type conversion', 'If-else statement', 'Variable assignment', 'Comparison operation', 'Boolean operation', 'Print function', 'Boolean usage']"
664e44db91363872f0ba3773,py_fail_course,Determining When a Student Fails a Course (Case 3),challenge,PYTHON,,Construct a program that determines whether a student fails the course based on the inputs that it receives from the instructor. The student fails the course if his/her score is not above the class average.,"#Step 1: Read the instructor inputs
text = input(""Enter the student's score:"")
student_score = int(text)
text = input(""Enter the class average:"")
class_average = int(text)
#Step 2: Write the boolean expression to determine whether the student fails the course
is_failing = not ( student_score > class_average )
#Step 3: Print the result
if is_failing == True :
    print(""Yes! The student fails the course."")
else:
    print(""No! The student does not fail the course."")","['Input function', 'Type conversion', 'Variable assignment', 'Greater-than comparison', 'Logical negation', 'If-else statement', 'Print function', 'Boolean expression']"
664e44d391363872f0ba3768,py_check_adjacent,Finding Adjacent Consecutive Numbers in a Sequence of Integers,challenge,PYTHON,,"Construct a program that checks whether a sequence of integers, entered one at a time, contains adjacent integers that are consecutive. The user enters -1 to indicate the end of the input.\nNote that integers which follow each other in order, without gaps, from smallest to largest are consecutive numbers. For example, 12, 13, 14 and 15 are consecutive numbers.","#Step 1: Read the first integer that the user enters
text = input(""Enter an integer: "")
num = int(text)
#Step 2: Read the rest of the integers that the user enters and check for adjacent consecutive numbers
while num != -1 :
    previous = num
    text = input(""Enter an integer: "")
    num = int(text)
    if num != -1 and num - previous == 1 :
        print(previous, ""and"", num, ""are consecutive."") ","['Input reading', 'String to integer conversion', 'While loop', 'Variable assignment', 'If statement', 'Subtraction operation', 'Not-equal comparison', 'Output printing']"
664e44d391363872f0ba3768,py_check_adjacent,Finding Adjacent Numbers in Ascending Order in a Sequence of Numbers,challenge,PYTHON,,"Construct a program that checks whether a sequence of non-zero numbers, entered one at a time, contains adjacent numbers in ascending order. Numbers are said to be in ascending order when they are arranged from the smallest to the largest number. For example, 5, 9, 13, 17 and 21 are arranged in ascending order.\nNote that you need to think what value should the program use to indicate the end of the input.","#Step 1: Read the first number that the user enters
text = input(""Enter a number: "")
num = float(text)
#Step 2: Read the rest of the numbers that the user enters and check for adjacent numbers in ascending order
while num != 0 :
    previous = num
    text = input(""Enter a number: "")
    num = float(text)     
    if num != 0 and num > previous :
        print(previous,""and"", num, ""are in ascending order."") ","['Input function', 'String to float conversion', 'While loop', 'Variable assignment', 'Not-equal comparison', 'Greater-than comparison', 'If statement', 'Print function']"
664e44c691363872f0ba3759,py_list_fill,Add Values to an Empty List (Case 2),challenge,PYTHON,,Construct a program that creates a list of eight string values received from the user.,"#Step 1: Create an empty list
lst = []
#Step 2: Add the user inputs to the list one by one
for i in range(8):
    lst.append( input(""Enter a value:"") ) 
#Step 3: Print the list
print(lst)","['For loop', 'Range function', 'Input function', 'List append method', 'List usage', 'Print function', 'String usage', 'Variable assignment']"
664e448991363872f0ba3749,py_bmi_calculator,Calculating and Rounding Up Body Mass Index (BMI) To the Nearest Integer,challenge,PYTHON,,BMI is a measure of body fat based on height and weight that applies to adult men and women. BMI Categories are as follows: \nUnderweight = <18.5\nNormal weight = 18.5–24.9\nOverweight = 25–29.9\nObesity = BMI of 30 or greater.\nEnglish BMI Formula (Imperial) is: BMI = (Weight in Pounds / (Height in inches x Height in inches)) x 703.\n BMI results are usually displayed as integers (values without decimal points). Construct a program to round the BMI result to the nearest integer.,"#Step 1: Receive the weight and height from the user
text = input(""Enter the weight in pounds:"")
weight = float(text)
text = input(""Enter the height in inches:"")
height = float(text)
#Step 2: Calculate BMI
bmi = weight / height ** 2 * 703    
#Step 3: Round up BMI
bmi = round(bmi)
#Step 4: Print results
print(""The BMI rounded to the nearest integer is:"", bmi)","['User input', 'String to float conversion', 'Arithmetic operations', 'Exponentiation', 'Rounding function', 'Output display', 'Variable assignment']"
664e447591363872f0ba3736,py_nested_if_temperature,Warning the User about the Changes in the Temperature and Humidity,challenge,PYTHON,,"Construct a program that receives the temperature and humidity for today and yesterday and warns the user when it is getting colder or warmer or neither. When it is getting warmer, the program should also warn the user about the changes in humidity. In particular, it should warn the user when today's humidity is more, less, or has not changed compared to yesterday's humidity. Note that the temperature and humidity values could have a decimal point.","#Step 1: Read the temperature for today and yesterday
text = input(""Enter the yesterday's temperature: "")
yesterday = float(text)
text = input(""Enter the today's temperature: "")
today = float(text)  
#Step 2: Read the humidity for today and yesterday
text = input(""Enter yesterday's humidity: "")
humidity_yesterday = float(text)
text = input(""Enter today's humidity: "")
humidity_today = float(text)
#Step 3: Warn the user about the changes in the temperature
if today < yesterday :
    print(""It is getting colder!"")
else :
    if today > yesterday :
        #Step 3.1: Determine and warn the user about the changes in humidity when it is getting warmer
        if humidity_today < humidity_yesterday :
            print(""It is getting warmer but less humid!"")
        elif humidity_today > humidity_yesterday :
            print(""It is getting warmer and more humid!"")
        else :
            print(""It is getting warmer but humidity has not changed!"")
    else :
        print(""Temperature is the same as yesterday!"")","['Input reading', 'String to float conversion', 'Less-than comparison', 'Greater-than comparison', 'Equality comparison', 'Output printing', 'If-else statement', 'Variable assignment']"
664e43ea91363872f0ba371f,py_input,Receiving Input Integers Until a Certain Condition is Met (Case 2),challenge,PYTHON,,"Construct a program that receives an integer from the user, outputs that integer, and stops receiving integers when the user enters an integer that is not in the range of 30 to 90 both inclusive.","#Step 1: Read the first integer that the user enters
text = input(""Enter an integer:"")
num = int(text)
#Step 2: Print the integer that the user has entered, then receive the next integers as long as the user enters an integer that is in the range of 30 to 90 both inclusive; otherwise stop
while num >= 30 and num <= 90 :
    print(""The integer entered is:"", num)
    text = input(""Enter an integer:"")
    num = int(text)
print(""End of input."")","['Input function', 'String to integer conversion', 'While loop', 'Greater-than-or-equal-to comparison', 'Less-than-or-equal-to comparison', 'Print function', 'Variable assignment', 'Logical AND operation']"
664e43ea91363872f0ba371f,py_input,Receiving Input Integers Until a Certain Condition is Met (Case 3),challenge,PYTHON,,"Construct a program that receives an integer from the user, outputs that integer, and stops receiving integers when the user enters a negative integer or an integer greater than 1000.","#Step 1: Read the first integer that the user enters
text = input(""Enter an integer:"")
num = int(text)
#Step 2: Print the integer that the user has entered, then receive the next integers as long as the user enters an integer that is not negative and is not greater than 1000; otherwise stop
while num >= 0 and num <= 1000 :
    print(""The integer entered is:"", num)
    text = input(""Enter an integer:"")
    num = int(text)
print(""End of input."")","['Input function usage', 'String to integer conversion', 'While loop', 'Print function usage', 'Logical operators', 'Comparison operators', 'Variable assignment', 'String usage']"
664e43ea91363872f0ba371f,py_input,Receiving Input Integers Until a Certain Condition is Met (Case 4),challenge,PYTHON,,"Construct a program that receives an integer from the user, outputs that integer, and stops receiving integers when the user enters an even integer less than 10.","#Step 1: Read the first integer that the user enters
text = input(""Enter an integer:"")
num = int(text)
#Step 2: Print the integer that the user has entered, then receive the next integers as long as the user enters an integer that is not even or is not less than 10; otherwise stop
while num % 2 != 0 or num >= 10 :
    print(""The integer entered is:"", num)
    text = input(""Enter an integer:"")
    num = int(text)
print(""End of input."")","['Input function', 'String to integer conversion', 'While loop', 'Modulo operation', 'Greater-than-or-equal-to comparison', 'Logical OR operator', 'Print function', 'Variable assignment']"
